date,Appliances,lights,T1,RH_1,T2,RH_2
2016-01-11 20:20:00,120,20,20.890000000000001,48.433333333333302,20.199999999999999,45.722499999999997
2016-01-11 20:30:00,190,40,20.963333333333299,47.633333333333297,20.260000000000002,45.530000000000001
2016-01-11 20:40:00,110,40,21.033333333333299,47.063333333333297,20.289999999999999,45.223333333333301
2016-01-11 20:50:00,110,40,21.100000000000001,46.596666666666700,20.356666666666701,44.963333333333303
2016-01-11 21:00:00,110,30,21.133333333333301,46.060000000000002,20.426666666666701,44.759999999999998
2016-01-11 21:10:00,110,20,21.199999999999999,45.799999999999997,20.500000000000000,44.759999999999998
2016-01-11 21:20:00,100,30,21.289999999999999,45.899999999999999,20.533333333333299,45.090000000000003
2016-01-11 21:30:00,100,20,21.356666666666701,45.826666666666704,20.666666666666700,45.163333333333298
2016-01-11 21:40:00,100,20,21.390000000000001,45.689999999999998,20.699999999999999,45.060000000000002
2016-01-11 21:50:00,100,20,21.500000000000000,45.333333333333300,20.699999999999999,44.933333333333302
2016-01-11 22:00:00,110,20,21.500000000000000,45.126666666666701,20.789999999999999,44.633333333333297
2016-01-11 22:10:00,400,20,21.533333333333299,44.966666666666697,20.789999999999999,44.359999999999999
2016-01-11 22:20:00,400,20,21.600000000000001,44.766666666666701,20.890000000000001,44.223333333333301
2016-01-11 22:30:00,390,30,21.600000000000001,44.560000000000002,20.963333333333299,43.963333333333303
2016-01-11 22:40:00,240,20,21.600000000000001,44.359999999999999,21.000000000000000,43.833333333333300
2016-01-11 22:50:00,60,20,21.600000000000001,44.200000000000003,21.000000000000000,43.700000000000003
2016-01-11 23:00:00,60,20,21.600000000000001,44.200000000000003,21.000000000000000,43.590000000000003
2016-01-11 23:10:00,60,20,21.600000000000001,44.200000000000003,21.000000000000000,43.590000000000003
2016-01-11 23:20:00,50,10,21.600000000000001,44.200000000000003,21.000000000000000,43.700000000000003
2016-01-11 23:30:00,70,20,21.500000000000000,44.229999999999997,20.926666666666701,43.759999999999998
2016-01-11 23:40:00,60,20,21.500000000000000,44.363333333333301,20.890000000000001,43.844999999999999
2016-01-11 23:50:00,40,20,21.390000000000001,44.433333333333302,20.789999999999999,43.789999999999999
2016-01-12 00:00:00,40,10,21.390000000000001,44.560000000000002,20.789999999999999,43.863333333333301
2016-01-12 00:10:00,30,20,21.289999999999999,44.826666666666704,20.699999999999999,44.000000000000000
2016-01-12 00:20:00,40,20,21.289999999999999,44.966666666666697,20.633333333333301,44.000000000000000
2016-01-12 00:30:00,50,20,21.260000000000002,45.090000000000003,20.600000000000001,44.030000000000001
2016-01-12 00:40:00,310,10,21.199999999999999,45.090000000000003,20.600000000000001,44.090000000000003
2016-01-12 00:50:00,380,20,21.166666666666700,45.229999999999997,20.500000000000000,44.126666666666701
2016-01-12 01:00:00,380,20,21.074999999999999,45.372500000000002,20.500000000000000,44.200000000000003
2016-01-12 01:10:00,370,20,21.000000000000000,45.399999999999999,20.390000000000001,44.200000000000003
2016-01-12 01:20:00,120,10,21.000000000000000,45.590000000000003,20.390000000000001,44.259999999999998
2016-01-12 01:30:00,50,0,20.926666666666701,45.590000000000003,20.289999999999999,44.289999999999999
2016-01-12 01:40:00,40,0,20.890000000000001,45.666666666666700,20.230000000000000,44.289999999999999
2016-01-12 01:50:00,50,0,20.890000000000001,46.060000000000002,20.199999999999999,44.399999999999999
2016-01-12 02:00:00,40,0,20.789999999999999,46.200000000000003,20.199999999999999,44.466666666666697
2016-01-12 02:10:00,50,0,20.789999999999999,46.200000000000003,20.100000000000001,44.530000000000001
2016-01-12 02:20:00,50,0,20.699999999999999,46.259999999999998,20.100000000000001,44.590000000000003
2016-01-12 02:30:00,50,0,20.699999999999999,46.200000000000003,20.000000000000000,44.433333333333302
2016-01-12 02:40:00,40,0,20.600000000000001,46.200000000000003,20.000000000000000,44.500000000000000
2016-01-12 02:50:00,40,0,20.600000000000001,46.126666666666701,20.000000000000000,44.500000000000000
2016-01-12 03:00:00,30,0,20.566666666666698,46.066666666666698,19.890000000000001,44.590000000000003
2016-01-12 03:10:00,20,0,20.500000000000000,46.200000000000003,19.823333333333299,44.530000000000001
2016-01-12 03:20:00,20,0,20.500000000000000,46.289999999999999,19.789999999999999,44.530000000000001
2016-01-12 03:30:00,40,0,20.426666666666701,46.229999999999997,19.789999999999999,44.530000000000001
2016-01-12 03:40:00,50,0,20.390000000000001,46.289999999999999,19.760000000000002,44.590000000000003
2016-01-12 03:50:00,50,0,20.390000000000001,46.363333333333301,19.699999999999999,44.590000000000003
2016-01-12 04:00:00,40,0,20.289999999999999,46.500000000000000,19.699999999999999,44.700000000000003
2016-01-12 04:10:00,50,0,20.289999999999999,46.545000000000002,19.633333333333301,44.626666666666701
2016-01-12 04:20:00,40,0,20.230000000000000,46.500000000000000,19.600000000000001,44.590000000000003
2016-01-12 04:30:00,40,0,20.199999999999999,46.433333333333302,19.600000000000001,44.590000000000003
2016-01-12 04:40:00,40,0,20.199999999999999,46.560000000000002,19.566666666666698,44.700000000000003
2016-01-12 04:50:00,60,0,20.166666666666700,46.363333333333301,19.500000000000000,44.700000000000003
2016-01-12 05:00:00,50,0,20.100000000000001,46.363333333333301,19.500000000000000,44.789999999999999
2016-01-12 05:10:00,50,0,20.100000000000001,46.500000000000000,19.426666666666701,44.729999999999997
2016-01-12 05:20:00,40,0,20.033333333333299,46.359999999999999,19.390000000000001,44.729999999999997
2016-01-12 05:30:00,40,0,20.000000000000000,46.289999999999999,19.390000000000001,44.789999999999999
2016-01-12 05:40:00,40,0,20.000000000000000,46.289999999999999,19.390000000000001,44.789999999999999
2016-01-12 05:50:00,40,0,20.000000000000000,46.229999999999997,19.390000000000001,44.789999999999999
2016-01-12 06:00:00,50,0,19.926666666666701,46.229999999999997,19.289999999999999,44.899999999999999
2016-01-12 06:10:00,70,10,19.890000000000001,46.229999999999997,19.289999999999999,44.924999999999997
2016-01-12 06:20:00,40,0,19.890000000000001,46.430000000000000,19.289999999999999,45.000000000000000
2016-01-12 06:30:00,30,0,19.890000000000001,46.626666666666701,19.289999999999999,45.126666666666701
2016-01-12 06:40:00,20,10,19.890000000000001,46.700000000000003,19.218000000000000,45.200000000000003
2016-01-12 06:50:00,30,0,19.890000000000001,46.863333333333301,19.199999999999999,45.244999999999997
2016-01-12 07:00:00,40,10,19.823333333333299,46.863333333333301,19.199999999999999,45.363333333333301
2016-01-12 07:10:00,50,10,19.856666666666701,46.930000000000000,19.199999999999999,45.399999999999999
2016-01-12 07:20:00,60,20,19.789999999999999,46.789999999999999,19.199999999999999,45.326666666666704
2016-01-12 07:30:00,60,20,19.789999999999999,46.895000000000003,19.175000000000001,45.195000000000000
2016-01-12 07:40:00,70,20,19.789999999999999,47.426666666666698,19.100000000000001,45.030000000000001
2016-01-12 07:50:00,60,30,19.789999999999999,48.366666666666703,19.100000000000001,45.000000000000000
2016-01-12 08:00:00,140,20,19.789999999999999,48.666666666666700,19.100000000000001,45.000000000000000
2016-01-12 08:10:00,110,30,19.789999999999999,48.533333333333303,19.066666666666698,45.060000000000002
2016-01-12 08:20:00,90,10,19.890000000000001,50.000000000000000,19.022222222222201,45.044444444444402
2016-01-12 08:30:00,60,0,19.890000000000001,48.733333333333299,19.100000000000001,45.200000000000003
2016-01-12 08:40:00,60,0,19.890000000000001,48.026666666666699,19.033333333333299,45.126666666666701
2016-01-12 08:50:00,60,0,19.890000000000001,47.633333333333297,19.000000000000000,45.090000000000003
2016-01-12 09:00:00,50,0,19.856666666666701,47.063333333333297,19.000000000000000,45.030000000000001
2016-01-12 09:10:00,60,0,19.789999999999999,46.656666666666702,19.000000000000000,44.966666666666697
2016-01-12 09:20:00,50,0,19.789999999999999,46.333333333333300,19.000000000000000,44.826666666666704
2016-01-12 09:30:00,30,0,19.789999999999999,46.066666666666698,19.000000000000000,44.645000000000003
2016-01-12 09:40:00,40,0,19.760000000000002,45.863333333333301,18.963333333333299,44.560000000000002
2016-01-12 09:50:00,30,0,19.699999999999999,45.789999999999999,18.963333333333299,44.433333333333302
2016-01-12 10:00:00,260,0,19.699999999999999,45.663333333333298,18.890000000000001,44.289999999999999
2016-01-12 10:10:00,500,0,19.699999999999999,45.590000000000003,18.890000000000001,44.229999999999997
2016-01-12 10:20:00,450,0,19.730000000000000,47.793333333333301,18.926666666666701,44.229999999999997
2016-01-12 10:30:00,50,10,19.789999999999999,48.793333333333301,19.000000000000000,44.363333333333301
2016-01-12 10:40:00,60,0,19.890000000000001,47.939999999999998,19.033333333333299,44.566666666666698
2016-01-12 10:50:00,60,0,19.890000000000001,47.159999999999997,19.033333333333299,44.566666666666698
2016-01-12 11:00:00,50,0,19.890000000000001,46.766666666666701,19.033333333333299,44.500000000000000
2016-01-12 11:10:00,50,0,20.000000000000000,46.296666666666702,19.100000000000001,44.500000000000000
2016-01-12 11:20:00,50,0,20.000000000000000,45.963333333333303,19.100000000000001,44.466666666666697
2016-01-12 11:30:00,60,0,20.000000000000000,46.223333333333301,19.100000000000001,44.399999999999999
2016-01-12 11:40:00,60,0,20.000000000000000,45.963333333333303,19.100000000000001,44.289999999999999
2016-01-12 11:50:00,60,0,20.000000000000000,45.723333333333301,19.149999999999999,44.244999999999997
2016-01-12 12:00:00,60,0,20.000000000000000,45.663333333333298,19.199999999999999,44.200000000000003
2016-01-12 12:10:00,190,0,20.033333333333299,45.500000000000000,19.199999999999999,44.126666666666701
2016-01-12 12:20:00,220,0,20.100000000000001,45.693333333333300,19.199999999999999,43.899999999999999
2016-01-12 12:30:00,170,0,20.100000000000001,45.399999999999999,19.199999999999999,43.899999999999999
2016-01-12 12:40:00,390,0,20.100000000000001,45.326666666666704,19.199999999999999,43.856000000000002
2016-01-12 12:50:00,90,0,20.100000000000001,45.326666666666704,19.199999999999999,43.700000000000003
2016-01-12 13:00:00,60,0,20.166666666666700,46.993333333333297,19.199999999999999,43.759999999999998
2016-01-12 13:10:00,290,0,20.100000000000001,46.430000000000000,19.100000000000001,43.817500000000003
2016-01-12 13:20:00,130,0,20.100000000000001,46.030000000000001,19.100000000000001,43.838124999999998
2016-01-12 13:30:00,140,0,20.066666666666698,45.363333333333301,19.100000000000001,43.744999999999997
2016-01-12 13:40:00,240,0,20.000000000000000,44.963333333333303,19.100000000000001,43.595555555555599
2016-01-12 13:50:00,50,0,20.000000000000000,44.759999999999998,19.100000000000001,43.488888888888901
2016-01-12 14:00:00,60,0,20.000000000000000,44.594999999999999,19.100000000000001,43.424999999999997
2016-01-12 14:10:00,60,0,20.000000000000000,44.433333333333302,19.100000000000001,43.334000000000003
2016-01-12 14:20:00,60,0,20.000000000000000,44.259999999999998,19.100000000000001,43.289999999999999
2016-01-12 14:30:00,370,0,20.000000000000000,44.200000000000003,19.100000000000001,43.289999999999999
2016-01-12 14:40:00,200,0,20.000000000000000,44.060000000000002,19.033333333333299,43.229999999999997
2016-01-12 14:50:00,70,0,20.000000000000000,44.060000000000002,19.000000000000000,43.200000000000003
2016-01-12 15:00:00,50,0,20.000000000000000,44.090000000000003,19.000000000000000,43.126666666666701
2016-01-12 15:10:00,40,0,20.000000000000000,44.030000000000001,19.000000000000000,43.090000000000003
2016-01-12 15:20:00,40,0,19.963333333333299,43.899999999999999,18.926666666666701,43.090000000000003
2016-01-12 15:30:00,30,0,19.963333333333299,43.899999999999999,19.033333333333299,43.060000000000002
2016-01-12 15:40:00,30,0,20.000000000000000,43.863333333333301,19.100000000000001,43.000000000000000
2016-01-12 15:50:00,30,0,20.066666666666698,43.863333333333301,19.133333333333301,42.863333333333301
2016-01-12 16:00:00,30,0,20.100000000000001,43.789999999999999,19.199999999999999,42.715000000000003
2016-01-12 16:10:00,40,0,20.100000000000001,43.729999999999997,19.136363636363601,42.649999999999999
2016-01-12 16:20:00,50,0,20.100000000000001,43.560000000000002,19.129999999999999,42.590000000000003
2016-01-12 16:30:00,40,0,20.100000000000001,43.433333333333302,19.100000000000001,42.590000000000003
2016-01-12 16:40:00,40,0,20.100000000000001,43.163333333333298,19.037500000000001,42.533749999999998
2016-01-12 16:50:00,40,0,20.100000000000001,43.030000000000001,19.007692307692299,42.430000000000000
2016-01-12 17:00:00,60,0,20.066666666666698,42.833333333333300,19.000000000000000,42.418181818181800
2016-01-12 17:10:00,60,10,20.000000000000000,42.672499999999999,19.000000000000000,42.433333333333302
2016-01-12 17:20:00,210,20,20.000000000000000,42.530000000000001,18.989999999999998,42.471818181818200
2016-01-12 17:30:00,380,20,20.033333333333299,43.496666666666698,18.902222222222200,42.579999999999998
2016-01-12 17:40:00,370,40,20.033333333333299,42.963333333333303,18.890000000000001,42.560000000000002
2016-01-12 17:50:00,230,30,20.000000000000000,43.159999999999997,18.890000000000001,42.796666666666702
2016-01-12 18:00:00,80,40,20.000000000000000,43.899999999999999,18.856666666666701,43.399999999999999
2016-01-12 18:10:00,90,30,20.000000000000000,43.700000000000003,18.856666666666701,43.466666666666697
2016-01-12 18:20:00,70,20,20.000000000000000,43.759999999999998,18.926666666666701,43.363333333333301
2016-01-12 18:30:00,40,10,20.033333333333299,44.000000000000000,19.000000000000000,43.289999999999999
2016-01-12 18:40:00,40,0,20.100000000000001,44.259999999999998,19.199999999999999,43.289999999999999
2016-01-12 18:50:00,30,0,20.100000000000001,44.200000000000003,19.245000000000001,43.244999999999997
2016-01-12 19:00:00,50,0,20.100000000000001,44.126666666666701,19.289999999999999,43.094999999999999
2016-01-12 19:10:00,50,0,20.100000000000001,44.060000000000002,19.370000000000001,42.920000000000002
2016-01-12 19:20:00,60,0,20.100000000000001,44.000000000000000,19.390000000000001,42.899999999999999
2016-01-12 19:30:00,50,0,20.100000000000001,43.899999999999999,19.390000000000001,42.759999999999998
2016-01-12 19:40:00,60,0,20.100000000000001,43.826666666666704,19.390000000000001,42.700000000000003
2016-01-12 19:50:00,60,0,20.033333333333299,43.729999999999997,19.390000000000001,42.663333333333298
2016-01-12 20:00:00,60,0,20.100000000000001,43.729999999999997,19.390000000000001,42.530000000000001
2016-01-12 20:10:00,50,0,20.066666666666698,43.490000000000002,19.356666666666701,42.500000000000000
2016-01-12 20:20:00,50,0,20.000000000000000,43.289999999999999,19.289999999999999,42.433333333333302
2016-01-12 20:30:00,50,0,20.000000000000000,43.145000000000003,19.289999999999999,42.450000000000003
2016-01-12 20:40:00,50,0,20.000000000000000,43.060000000000002,19.260000000000002,42.466666666666697
2016-01-12 20:50:00,50,0,19.926666666666701,43.000000000000000,19.199999999999999,42.399999999999999
2016-01-12 21:00:00,60,0,19.890000000000001,42.863333333333301,19.199999999999999,42.326666666666704
2016-01-12 21:10:00,60,0,19.890000000000001,42.789999999999999,19.199999999999999,42.326666666666704
2016-01-12 21:20:00,40,0,19.890000000000001,42.700000000000003,19.100000000000001,42.363333333333301
2016-01-12 21:30:00,30,0,19.823333333333299,42.626666666666701,19.100000000000001,42.289999999999999
2016-01-12 21:40:00,30,20,19.789999999999999,42.590000000000003,19.044444444444402,42.240000000000002
2016-01-12 21:50:00,30,10,19.789999999999999,42.723333333333301,19.000000000000000,42.056363636363599
2016-01-12 22:00:00,40,0,19.760000000000002,42.759999999999998,19.000000000000000,41.886666666666699
2016-01-12 22:10:00,50,10,19.699999999999999,42.700000000000003,19.000000000000000,41.988333333333301
2016-01-12 22:20:00,50,0,19.699999999999999,42.700000000000003,19.000000000000000,42.064285714285703
2016-01-12 22:30:00,50,0,19.633333333333301,42.626666666666701,18.910625000000000,42.252499999999998
2016-01-12 22:40:00,40,0,19.666666666666700,43.000000000000000,18.890000000000001,42.410625000000003
2016-01-12 22:50:00,50,0,19.600000000000001,43.000000000000000,18.890000000000001,42.500000000000000
2016-01-12 23:00:00,40,0,19.600000000000001,43.000000000000000,18.890000000000001,42.645000000000003
2016-01-12 23:10:00,40,0,19.533333333333299,43.000000000000000,18.808181818181801,42.700000000000003
2016-01-12 23:20:00,40,0,19.500000000000000,43.090000000000003,18.789999999999999,42.756250000000001
2016-01-12 23:30:00,40,0,19.500000000000000,43.090000000000003,18.789999999999999,42.861666666666700
2016-01-12 23:40:00,50,0,19.500000000000000,43.145000000000003,18.789999999999999,43.000000000000000
2016-01-12 23:50:00,50,0,19.500000000000000,43.200000000000003,18.774999999999999,43.045000000000002
2016-01-13 00:00:00,50,0,19.426666666666701,43.200000000000003,18.699999999999999,43.090000000000003
2016-01-13 00:10:00,30,0,19.390000000000001,43.200000000000003,18.699999999999999,43.200000000000003
2016-01-13 00:20:00,20,0,19.390000000000001,43.259999999999998,18.699999999999999,43.259999999999998
2016-01-13 00:30:00,30,0,19.390000000000001,43.289999999999999,18.690909090909098,43.310000000000002
2016-01-13 00:40:00,20,0,19.390000000000001,43.363333333333301,18.677777777777798,43.397777777777797
2016-01-13 00:50:00,40,0,19.390000000000001,43.399999999999999,18.642857142857100,43.428571428571402
2016-01-13 01:00:00,50,0,19.323333333333299,43.466666666666697,18.600000000000001,43.460000000000001
2016-01-13 01:10:00,60,0,19.289999999999999,43.500000000000000,18.600000000000001,43.500000000000000
2016-01-13 01:20:00,50,0,19.289999999999999,43.560000000000002,18.600000000000001,43.560000000000002
2016-01-13 01:30:00,40,0,19.289999999999999,43.590000000000003,18.588888888888899,43.590000000000003
2016-01-13 01:40:00,40,0,19.289999999999999,43.590000000000003,18.500000000000000,43.590000000000003
2016-01-13 01:50:00,50,0,19.289999999999999,43.700000000000003,18.500000000000000,43.635833333333302
2016-01-13 02:00:00,40,0,19.289999999999999,43.759999999999998,18.500000000000000,43.686250000000001
2016-01-13 02:10:00,40,0,19.199999999999999,43.700000000000003,18.500000000000000,43.700000000000003
2016-01-13 02:20:00,50,0,19.199999999999999,43.759999999999998,18.500000000000000,43.774999999999999
2016-01-13 02:30:00,50,0,19.199999999999999,43.789999999999999,18.500000000000000,43.844999999999999
2016-01-13 02:40:00,50,0,19.199999999999999,43.863333333333301,18.500000000000000,43.899999999999999
2016-01-13 02:50:00,40,0,19.199999999999999,43.899999999999999,18.483076923076901,43.861923076923098
2016-01-13 03:00:00,30,0,19.100000000000001,43.933333333333302,18.493888888888900,43.789999999999999
2016-01-13 03:10:00,20,0,19.100000000000001,44.000000000000000,18.420555555555602,43.808333333333302
2016-01-13 03:20:00,20,0,19.100000000000001,44.000000000000000,18.396111111111100,43.796111111111102
2016-01-13 03:30:00,20,0,19.100000000000001,44.000000000000000,18.390000000000001,43.789999999999999
2016-01-13 03:40:00,50,0,19.100000000000001,44.090000000000003,18.390000000000001,43.789999999999999
2016-01-13 03:50:00,50,0,19.100000000000001,44.090000000000003,18.371818181818199,43.840000000000003
2016-01-13 04:00:00,50,0,19.033333333333299,44.030000000000001,18.307647058823498,43.899999999999999
2016-01-13 04:10:00,40,0,19.033333333333299,44.090000000000003,18.342941176470600,43.899999999999999
2016-01-13 04:20:00,40,0,19.000000000000000,44.090000000000003,18.340000000000000,43.916666666666700
2016-01-13 04:30:00,50,0,19.000000000000000,44.090000000000003,18.289999999999999,43.905555555555601
2016-01-13 04:40:00,40,0,19.000000000000000,44.090000000000003,18.289999999999999,43.899999999999999
2016-01-13 04:50:00,50,0,19.000000000000000,44.163333333333298,18.289999999999999,43.938888888888897
2016-01-13 05:00:00,50,0,18.963333333333299,44.200000000000003,18.273125000000000,43.981250000000003
2016-01-13 05:10:00,50,0,18.890000000000001,44.200000000000003,18.289999999999999,44.000000000000000
2016-01-13 05:20:00,40,0,18.890000000000001,44.200000000000003,18.245000000000001,44.000000000000000
2016-01-13 05:30:00,40,0,18.890000000000001,44.200000000000003,18.199999999999999,44.000000000000000
2016-01-13 05:40:00,50,0,18.890000000000001,44.229999999999997,18.199999999999999,44.000000000000000
2016-01-13 05:50:00,20,0,18.890000000000001,44.289999999999999,18.199999999999999,44.000000000000000
2016-01-13 06:00:00,20,0,18.890000000000001,44.289999999999999,18.199999999999999,44.000000000000000
2016-01-13 06:10:00,50,0,18.864999999999998,44.365000000000002,18.199999999999999,44.000000000000000
2016-01-13 06:20:00,30,10,18.789999999999999,44.723333333333301,18.199999999999999,44.066666666666698
2016-01-13 06:30:00,50,10,18.890000000000001,45.030000000000001,18.199999999999999,44.293750000000003
2016-01-13 06:40:00,50,10,18.890000000000001,45.090000000000003,18.172727272727300,44.416363636363599
2016-01-13 06:50:00,200,0,18.890000000000001,45.000000000000000,18.181818181818201,44.540909090909103
2016-01-13 07:00:00,110,10,18.890000000000001,45.000000000000000,18.149999999999999,44.590000000000003
2016-01-13 07:10:00,80,10,18.789999999999999,44.633333333333297,18.100000000000001,44.196666666666701
2016-01-13 07:20:00,50,0,18.789999999999999,44.500000000000000,18.100000000000001,43.966666666666697
2016-01-13 07:30:00,50,0,18.789999999999999,44.590000000000003,18.050000000000001,43.844999999999999
2016-01-13 07:40:00,50,0,18.789999999999999,44.530000000000001,18.100000000000001,43.817500000000003
2016-01-13 07:50:00,40,0,18.789999999999999,44.363333333333301,18.100000000000001,43.789999999999999
2016-01-13 08:00:00,40,0,18.789999999999999,44.229999999999997,18.000000000000000,43.645000000000003
2016-01-13 08:10:00,30,0,18.789999999999999,44.060000000000002,18.000000000000000,43.700000000000003
2016-01-13 08:20:00,180,20,18.789999999999999,43.933333333333302,18.000000000000000,43.450000000000003
2016-01-13 08:30:00,350,30,18.789999999999999,43.899999999999999,18.000000000000000,43.363333333333301
2016-01-13 08:40:00,350,20,18.789999999999999,43.899999999999999,18.000000000000000,43.363333333333301
2016-01-13 08:50:00,300,30,18.789999999999999,44.000000000000000,18.000000000000000,43.399999999999999
2016-01-13 09:00:00,400,20,18.856666666666701,44.060000000000002,18.066666666666698,43.466666666666697
2016-01-13 09:10:00,390,30,18.890000000000001,44.229999999999997,18.133333333333301,43.590000000000003
2016-01-13 09:20:00,290,30,18.997499999999999,44.397500000000001,18.260000000000002,43.663333333333298
2016-01-13 09:30:00,60,30,19.100000000000001,44.500000000000000,18.323333333333299,43.500000000000000
2016-01-13 09:40:00,70,20,19.133333333333301,44.500000000000000,18.463333333333299,43.500000000000000
2016-01-13 09:50:00,110,30,19.199999999999999,44.359999999999999,18.533333333333299,43.430000000000000
2016-01-13 10:00:00,90,20,19.199999999999999,44.060000000000002,18.600000000000001,43.229999999999997
2016-01-13 10:10:00,60,20,19.199999999999999,44.060000000000002,18.600000000000001,43.156666666666702
2016-01-13 10:20:00,70,20,19.199999999999999,44.090000000000003,18.666666666666700,43.430000000000000
2016-01-13 10:30:00,80,20,19.199999999999999,44.163333333333298,18.699999999999999,43.930000000000000
2016-01-13 10:40:00,60,0,19.230000000000000,44.390000000000001,18.760000000000002,43.863333333333301
2016-01-13 10:50:00,40,10,19.289999999999999,44.796666666666702,18.789999999999999,44.000000000000000
2016-01-13 11:00:00,30,10,19.289999999999999,45.163333333333298,18.789999999999999,44.000000000000000
2016-01-13 11:10:00,70,10,19.230000000000000,45.030000000000001,18.699999999999999,43.145000000000003
2016-01-13 11:20:00,50,10,19.289999999999999,45.733333333333299,18.699999999999999,43.060000000000002
2016-01-13 11:30:00,80,10,19.289999999999999,45.126666666666701,18.699999999999999,43.000000000000000
2016-01-13 11:40:00,80,10,19.199999999999999,44.833333333333300,18.699999999999999,43.060000000000002
2016-01-13 11:50:00,50,0,19.199999999999999,44.700000000000003,18.633333333333301,42.933333333333302
2016-01-13 12:00:00,40,0,19.199999999999999,44.899999999999999,18.600000000000001,42.833333333333300
2016-01-13 12:10:00,50,0,19.199999999999999,44.693333333333300,18.600000000000001,42.166666666666700
2016-01-13 12:20:00,40,0,19.199999999999999,43.600000000000001,18.500000000000000,41.789999999999999
2016-01-13 12:30:00,40,0,19.199999999999999,43.119999999999997,18.500000000000000,41.729999999999997
2016-01-13 12:40:00,50,0,19.133333333333301,42.766666666666701,18.500000000000000,41.663333333333298
2016-01-13 12:50:00,30,0,19.166666666666700,42.466666666666697,18.500000000000000,41.530000000000001
2016-01-13 13:00:00,30,0,19.100000000000001,42.266666666666701,18.500000000000000,41.363333333333301
2016-01-13 13:10:00,20,0,19.100000000000001,42.090000000000003,18.500000000000000,41.289999999999999
2016-01-13 13:20:00,20,0,19.100000000000001,41.963333333333303,18.463333333333299,41.163333333333298
2016-01-13 13:30:00,50,0,19.066666666666698,41.759999999999998,18.390000000000001,41.030000000000001
2016-01-13 13:40:00,40,0,19.000000000000000,41.626666666666701,18.390000000000001,40.899999999999999
2016-01-13 13:50:00,50,0,19.000000000000000,41.560000000000002,18.390000000000001,40.826666666666704
2016-01-13 14:00:00,40,0,19.000000000000000,41.433333333333302,18.390000000000001,40.700000000000003
2016-01-13 14:10:00,60,0,19.000000000000000,41.289999999999999,18.390000000000001,40.626666666666701
2016-01-13 14:20:00,40,0,19.000000000000000,41.289999999999999,18.390000000000001,40.494999999999997
2016-01-13 14:30:00,40,0,19.000000000000000,41.200000000000003,18.390000000000001,40.399999999999999
2016-01-13 14:40:00,50,0,19.000000000000000,41.126666666666701,18.390000000000001,40.326666666666704
2016-01-13 14:50:00,40,0,19.033333333333299,41.126666666666701,18.426666666666701,40.200000000000003
2016-01-13 15:00:00,40,0,19.100000000000001,41.126666666666701,18.500000000000000,40.126666666666701
2016-01-13 15:10:00,30,0,19.133333333333301,41.000000000000000,18.500000000000000,40.060000000000002
2016-01-13 15:20:00,30,0,19.199999999999999,40.933333333333302,18.500000000000000,40.000000000000000
2016-01-13 15:30:00,30,0,19.199999999999999,40.759999999999998,18.633333333333301,39.899999999999999
2016-01-13 15:40:00,40,0,19.267499999999998,40.744999999999997,18.699999999999999,39.826666666666704
2016-01-13 15:50:00,80,0,19.289999999999999,40.566666666666698,18.730000000000000,39.560000000000002
2016-01-13 16:00:00,70,0,19.390000000000001,40.530000000000001,18.789999999999999,39.500000000000000
2016-01-13 16:10:00,80,0,19.390000000000001,40.590000000000003,18.789999999999999,39.626666666666701
