DateTime,Appliances,lights,T1,RH_1,T2,RH_2
2016-01-12 00:00:00,40.0,10.0,21.284545454508265,44.56,20.79,43.863333333333294
2016-01-12 00:10:00,30.0,20.0,21.29,44.8266666666667,20.7,44.0
2016-01-12 00:20:00,40.0,17.27272726170799,21.29,44.9666666666667,20.6333333333333,44.0
2016-01-12 00:30:00,50.0,20.0,21.26,45.09,20.6,44.03
2016-01-12 00:40:00,310.0,10.0,21.2,45.09,20.6,44.09
2016-01-12 00:50:00,380.0,20.0,21.1666666666667,45.23,20.5,44.1266666666667
2016-01-12 01:00:00,380.0,20.0,21.075,45.3725,20.5,44.2
2016-01-12 01:10:00,370.0,20.0,21.0,45.4,20.39,44.2
2016-01-12 01:20:00,120.0,10.0,20.90999999991416,45.59,20.39,44.26
2016-01-12 01:30:00,50.0,0.0,20.9266666666667,45.87090909200369,20.29,44.29
2016-01-12 01:40:00,40.0,0.0,20.89,45.66666666666671,20.181818181694215,44.29
2016-01-12 01:50:00,50.0,0.0,20.89,46.06,20.2,44.4
2016-01-12 02:00:00,40.0,0.0,20.79,46.2,20.2,44.4666666666667
2016-01-12 02:10:00,50.0,0.0,20.79,46.2,20.1,44.53
2016-01-12 02:20:00,50.0,0.0,20.7,46.18666666657577,20.1,44.59
2016-01-12 02:30:00,50.0,0.0,20.7,46.2,20.0,44.433333333333294
2016-01-12 02:40:00,40.0,0.0,20.6,46.2,20.0,44.5
2016-01-12 02:50:00,40.0,0.0,20.6,46.1266666666667,20.0,44.5
2016-01-12 03:00:00,30.0,0.0,20.56666666666669,46.0666666666667,19.89,44.59
2016-01-12 03:10:00,20.0,0.0,20.5,46.2,19.82333333333329,44.53
2016-01-12 03:20:00,20.0,0.0,20.5,46.29,19.79,44.53
2016-01-12 03:30:00,40.0,0.0,20.4266666666667,46.23,19.79,44.53
2016-01-12 03:40:00,50.0,0.0,20.408333333333353,46.29,19.76,44.59
2016-01-12 03:50:00,50.0,0.0,20.39,46.363333333333294,19.73,44.59
2016-01-12 04:00:00,40.0,0.0,20.29,46.5,19.7,44.7
2016-01-12 04:10:00,50.0,0.0,20.29,46.545,19.6333333333333,44.6266666666667
2016-01-12 04:20:00,40.0,0.0,20.23,46.5,19.6,44.59
2016-01-12 04:30:00,40.0,0.0,20.2,46.433333333333294,19.6,44.59
2016-01-12 04:40:00,40.0,0.0,20.2,46.56,19.56666666666669,44.7
2016-01-12 04:50:00,60.0,0.0,20.1666666666667,46.363333333333294,19.5,44.7
2016-01-12 05:00:00,50.0,0.0,20.1,46.363333333333294,19.5,44.79
